ID_EQ_ESP;NOME;NOME_POPULAR;TIPO;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;REF_LOGRADOURO;GEOMETRIA;GESTOR_EQUIP_ESPORT;STATUS
1378;ACADEMIA DO CENTRO DE SAÚDE JARDIM EUROPA;;ACADEMIA A CÉU ABERTO;RUA;EDIMBURGO;140.0;;EUROPA; ;POINT (608178.36 7810247.63);SMEL;ATIVO
1299;CAMPO DO REUNIDOS ESPORTE CLUBE;ARENA FLYBAL;CAMPO DE FUTEBOL;RUA;BARAO DE GUAXUPE;775.0;;ALTO DOS PINHEIROS; ;POINT (604456.41 7795630.92);CONCESSÃO VÁRZEA VIVA;ATIVO
1842;PISTA DE SKATE DO PARQUE DAS MANGABEIRAS 1;;PISTA DE SKATE;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614453.26 7793715.40);FPMZB-SMMA;ATIVO
1843;PISTA DE SKATE DA PARQUE DAS MANGABEIRAS 2;;PISTA DE SKATE;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614480.08 7793675.56);FPMZB-SMMA;ATIVO
1844;QUADRA DO PARQUE DAS MANGABEIRAS 1;;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614402.24 7793624.21);FPMZB-SMMA;ATIVO
1845;QUADRA DO PARQUE DAS MANGABEIRAS 2;;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614424.99 7793604.74);FPMZB-SMMA;ATIVO
1846;QUADRA DO PARQUE DAS MANGABEIRAS 3;;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614387.97 7793608.40);FPMZB-SMMA;ATIVO
1847;QUADRA DO PARQUE DAS MANGABEIRAS 4;;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614411.11 7793587.20);FPMZB-SMMA;ATIVO
1848;QUADRA DO PARQUE DAS MANGABEIRAS 5;;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614372.74 7793591.63);FPMZB-SMMA;ATIVO
1849;QUADRA DO PARQUE DAS MANGABEIRAS 6;;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614395.11 7793571.39);FPMZB-SMMA;ATIVO
1850;QUADRA DO PARQUE DAS MANGABEIRAS 7;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614365.59 7793569.59);FPMZB-SMMA;ATIVO
1851;QUADRA DO PARQUE DAS MANGABEIRAS 8;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614371.59 7793564.02);FPMZB-SMMA;ATIVO
1852;QUADRA DO PARQUE DAS MANGABEIRAS 9;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614380.41 7793555.97);FPMZB-SMMA;ATIVO
1853;QUADRA DO PARQUE DAS MANGABEIRAS 10;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614386.24 7793550.65);FPMZB-SMMA;ATIVO
1855;QUADRA DO PARQUE DAS MANGABEIRAS 12;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614375.01 7793543.97);FPMZB-SMMA;ATIVO
1856;QUADRA DO PARQUE DAS MANGABEIRAS 13;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614348.28 7793550.40);FPMZB-SMMA;ATIVO
1857;QUADRA DO PARQUE DAS MANGABEIRAS 14;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614354.02 7793545.26);FPMZB-SMMA;ATIVO
1859;QUADRA DO PARQUE DAS MANGABEIRAS 16;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614369.36 7793531.72);FPMZB-SMMA;ATIVO
1860;QUADRA DO PARQUE DAS MANGABEIRAS 17;;QUADRA DE TÊNIS;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614333.54 7793522.46);FPMZB-SMMA;ATIVO
1861;QUADRA DO PARQUE DAS MANGABEIRAS 18;;QUADRA DE TÊNIS;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614349.31 7793507.21);FPMZB-SMMA;ATIVO
1756;ACADEMIA DO PARQUE DAS MANGABEIRAS;;ACADEMIA A CÉU ABERTO;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614443.27 7793632.85);FPMZB-SMMA;ATIVO
1854;QUADRA DO PARQUE DAS MANGABEIRAS 11;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614359.93 7793557.25);FPMZB-SMMA;ATIVO
1858;QUADRA DO PARQUE DAS MANGABEIRAS 15;;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614363.36 7793537.03);FPMZB-SMMA;ATIVO
2769;QUADRA DO CRAS NOVO OURO PRETO;;QUADRA DE FUTSAL;RUA;GERALDINA CANDIDA DE JESUS;90.0;;OURO PRETO; ;POINT (605901.29 7801860.06);SMASAC;ATIVO
1366;ACADEMIA DO PARQUE URSULINA DE ANDRADE MELLO;;ACADEMIA A CÉU ABERTO;RUA;DOUTOR SYLVIO MENICUCCI;640.0;;CASTELO; ;POINT (604755.90 7800627.03);FPMZB-SMMA;ATIVO
1978;QUADRA DO JARDIM ALVORADA 1;FLOR D'ÁGUA;QUADRA POLIESPORTIVA;RUA;PASCHOAL COSTA;200.0;;JARDIM ALVORADA; ;POINT (605599.41 7800133.86);PERMISSÃO DE USO;ATIVO
1979;QUADRA DO JARDIM ALVORADA 2;FLOR D'ÁGUA;QUADRA DE FUTSAL;RUA;PASCHOAL COSTA;200.0;;JARDIM ALVORADA; ;POINT (605604.37 7800100.38);PERMISSÃO DE USO;ATIVO
1693;ACADEMIA DO PARQUE CARLOS DE FARIA TAVARES;;ACADEMIA A CÉU ABERTO;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601780.17 7788127.49);FPMZB-SMMA;ATIVO
1839;CAMPO DO PARQUE CARLOS DE FARIA TAVARES;PARQUE ECOLÓGICO VILA PINHO;CAMPO DE FUTEBOL;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601623.63 7788043.08);FPMZB-SMMA;ATIVO
1838;PISTA DE SKATE DO PARQUE CARLOS DE FARIA TAVARES;PARQUE ECOLÓGICO VILA PINHO;PISTA DE SKATE;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601694.06 7788053.78);FPMZB-SMMA;ATIVO
2661;QUADRA DO PARQUE CARLOS DE FARIA TAVARES 1;;QUADRA RECREATIVA;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601755.96 7788098.29);FPMZB-SMMA;ATIVO
2662;QUADRA DO PARQUE CARLOS DE FARIA TAVARES 2;;QUADRA RECREATIVA;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601739.66 7788103.18);FPMZB-SMMA;ATIVO
2663;QUADRA DO PARQUE CARLOS DE FARIA TAVARES 3;;QUADRA RECREATIVA;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601739.66 7788093.00);FPMZB-SMMA;ATIVO
3136;QUADRA DO BONSUCESSO II;;QUADRA DE BASQUETE 3x3;RUA;ITAMI;214.0;;GUARANI; ;POINT (605531.04 7790392.73);SMEL;ATIVO
1335;CAMPO DO SANTA TEREZA;;CAMPO DE FUTEBOL;RUA;CONSELHEIRO ROCHA;1380.0;;SANTA TEREZA; ;POINT (612937.13 7797130.84);SMEL;ATIVO
1294;CAMPO VINTE E DOIS DE JULHO;ZILAH SPÓSITO, MARIQUINHAS;CAMPO DE FUTEBOL;RUA;SERRA DOURADA;185.0;;MARIQUINHAS; ;POINT (611065.36 7808655.69);SMEL;ATIVO
1932;QUADRA DO PALMEIRENSE FUTEBOL CLUBE;;QUADRA DE FUTSAL;AVENIDA;AMINTAS JACQUES DE MORAES;2500.0;;CALIFÓRNIA; ;POINT (603068.17 7798106.51);SMEL;INATIVO
1307;CAMPO DO ACARAÍ;;CAMPO DE FUTEBOL;AVENIDA;AMINTAS JACQUES DE MORAES;2500.0;;CALIFÓRNIA; ;POINT (603202.60 7798172.00);SLU;ATIVO
1661;ACADEMIA DO PARQUE DA VILA PANTANAL;;ACADEMIA A CÉU ABERTO;RUA;GERALDO VASCONCELLOS;1003.0;;ESTORIL; ;POINT (608673.70 7792944.32);FPMZB-SMMA;ATIVO
1234;CAMPO DO PARQUE DA VILA PANTANAL;;CAMPO DE FUTEBOL SOCIETY;RUA;GERALDO VASCONCELLOS;1003.0;;ESTORIL; ;POINT (608648.35 7792952.7);FPMZB-SMMA;ATIVO
1219;PISTA DE SKATE DA PRAÇA NELSON SANTANA DE JESUS;;PISTA DE SKATE;PRACA;NELSON SANT'ANA DE JESUS;75.0;;SANTA ROSA; ;POINT (610536.64 7802895.12);SMEL;ATIVO
2287;QUADRA DA PRAÇA NELSON SANTANA DE JESUS;;QUADRA RECREATIVA;PRACA;NELSON SANT'ANA DE JESUS;75.0;;SANTA ROSA; ;POINT (610586.41 7802919.65);SMEL;ATIVO
2422;CAMPO DO CAC BARREIRO;;CAMPO DE FUTEBOL;RUA;PINHEIRO CHAGAS;252.0;;BARREIRO; ;POINT (603075.48 7790508.91);SMASAC;ATIVO
2423;QUADRA DO CAC BARREIRO 1;;QUADRA POLIESPORTIVA;RUA;PINHEIRO CHAGAS;252.0;;BARREIRO; ;POINT (603117.98 7790498.05);SMASAC;ATIVO
2424;QUADRA DO CAC BARREIRO 2;;QUADRA RECREATIVA;RUA;PINHEIRO CHAGAS;252.0;;BARREIRO; ;POINT (603137.38 7790496.94);SMASAC;ATIVO
1292;CAMPO NÁPOLI;;CAMPO DE FUTEBOL;RUA;OITO;30.0;;NOVO TUPI; ;POINT (613937.19 7805746.25);SMEL;ATIVO
1264;ESTÁDIO TADEU SANTANA DE JESUS;RACING, PARQUE ECOLÓGICO UNIVERSTÁRIO;CAMPO DE FUTEBOL;RUA;ARISTOTELES RIBEIRO VASCONCELOS;87.0;A;SANTA ROSA; ;POINT (610608.71 7803019.61);CONCESSÃO VÁRZEA VIVA;ATIVO
1924;CAMPO FREI LUIZ;;CAMPO DE FUTEBOL SOCIETY;AVENIDA;AMERICO VESPUCIO;2040.0;;CAIÇARAS; ;POINT (608535.69 7799268.73);PERMISSÃO DE USO;ATIVO
1925;GINÁSIO FREI LUIZ;;GINÁSIO;AVENIDA;AMERICO VESPUCIO;2040.0;;CAIÇARAS; ;POINT (608495.96 7799228.75);SMEL;ATIVO
1245;QUADRA DA RUA FREI LUIZ PEIXOTO;;QUADRA DE FUTSAL;RUA;ANTONIO PEREIRA MOTA;3.0;;VALE DO JATOBÁ; ;POINT (600561.45 7787155.67);SMEL;ATIVO
1813;QUADRA DA PRAÇA AMADEO LORENZATO;;QUADRA DE TÊNIS;PRACA;AMADEO LORENZATO;125.0;;PILAR; ;POINT (607617.22 7788203.45);SMEL;ATIVO
1814;QUADRA DA PRAÇA AMADEO LORENZATO;;QUADRA POLIESPORTIVA;PRACA;AMADEO LORENZATO;145.0;;PILAR; ;POINT (607670.56 7788151.75);SMEL;ATIVO
1244;QUADRA DO CONJUNTO ITAIPU;;QUADRA POLIESPORTIVA;RUA;A;140.0;;ITAIPU; ;POINT (599412.28 7789325.09);SMEL;ATIVO
2805;QUADRA DA RUA ONZE DE SETEMBRO;;QUADRA DE FUTSAL;RUA;ONZE DE SETEMBRO;220.0;;LEONINA; ;POINT (608556.86 7793312.30);SMEL;ATIVO
1342;CAMPO DO PARQUE JUSCELINO KUBITSCHEK;BEAT SOCCER;CAMPO DE FUTEBOL SOCIETY;RUA;PROFESSOR MELLO CANCADO;282.0;;SION; ;POINT (612024.56 7792657.15);FPMZB-SMMA;ATIVO
1332;QUADRA DO PARQUE MARCUS PEREIRA DE MELLO;;QUADRA DE FUTSAL;RUA;DOUTOR JOSE OLIMPIO BORGES;120.0;;NOVO SÃO LUCAS; ;POINT (613566.93 7795958.81);FPMZB-SMMA;ATIVO
1337;CAMPO DO SANTA LÚCIA 2;;CAMPO DE FUTEBOL;AVENIDA;ARTUR BERNARDES;3551.0;;SANTA LÚCIA; ;POINT (610303.84 7793494.44);FPMZB-SMMA;ATIVO
1338;QUADRA DO SANTA LÚCIA;;QUADRA POLIESPORTIVA;AVENIDA;ARTUR BERNARDES;2801.0;;SANTA LÚCIA; ;POINT (610268.83 7793312.83);FPMZB-SMMA;ATIVO
1339;CAMPO DO SANTA LÚCIA 1;;CAMPO DE FUTEBOL;AVENIDA;ARTUR BERNARDES;3501.0;;SANTA LÚCIA; ;POINT (610284.62 7793389.22);FPMZB-SMMA;ATIVO
1242;CAMPO DO MONTE AZUL;;CAMPO DE FUTEBOL;RUA;CIBIPURUNA;653.0;;MONTE AZUL; ;POINT (615853.15 7808798.50);SMEL;ATIVO
1238;QUADRA DO SÃO JOSÉ;;QUADRA POLIESPORTIVA;RUA;URUCANIA;84.0;;JARDIM SÃO JOSÉ; ;POINT (605472.74 7798797.34);SMEL;ATIVO
1544;ACADEMIA DO PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE;;ACADEMIA A CÉU ABERTO;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612389.65 7805024.00);FPMZB-SMMA;ATIVO
1945;QUADRA DO PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE 1;;QUADRA POLIESPORTIVA;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612374.41 7805004.87);FPMZB-SMMA;ATIVO
1946;QUADRA DO PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE 2;;QUADRA POLIESPORTIVA;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612394.76 7805007.63);FPMZB-SMMA;ATIVO
1947;QUADRA DO PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE 3;;QUADRA POLIESPORTIVA;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612413.49 7805010.08);FPMZB-SMMA;ATIVO
1948;PISTA DE SKATE DO PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE;;PISTA DE SKATE;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612365.62 7805045.24);FPMZB-SMMA;ATIVO
1283;QUADRA DA PRAÇA FRANCISCO BARRETO;;QUADRA RECREATIVA;RUA;AMINTAS DE BARROS;185.0;;CAMPO ALEGRE; ;POINT (610278.40 7806753.56);SMEL;ATIVO
1343;QUADRA DA PRAÇA DA ECOLOGIA;;QUADRA POLIESPORTIVA;AVENIDA;DJALMA VIEIRA CRISTO;901.0;;VALE DO JATOBÁ; ;POINT (600409.35 7787337.31);SMEL;ATIVO
2705;QUADRA DO CENTRO CULTURAL VILA FÁTIMA;;QUADRA POLIESPORTIVA;RUA;SAO MIGUEL ARCANJO;215.0;;NOSSA SENHORA DE FÁTIMA; ;POINT (614816.52 7795689.79);SMEL;ATIVO
1949;QUADRA DA AVENIDA SARAMENHA 1;;QUADRA DE FUTSAL;PRACA;JORGE ALVES;33.0;;GUARANI; ;POINT (611960.19 7805565.08);SMEL;ATIVO
1950;QUADRA DA AVENIDA SARAMENHA 2;;QUADRA DE PETECA;PRACA;JORGE ALVES;33.0;;GUARANI; ;POINT (611970.03 7805556.51);SMEL;ATIVO
1981;QUADRA DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA 1;GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604652.04 7800062.88);FPMZB-SMMA;ATIVO
1982;QUADRA DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA 2;GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604678.11 7800053.19);FPMZB-SMMA;ATIVO
1983;CAMPO DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA;GCAM;CAMPO DE FUTEBOL SOCIETY;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604669.02 7800076.63);FPMZB-SMMA;ATIVO
1984;PISTA DE SKATE DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA;GCAM;PISTA DE SKATE;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604703.90 7800055.20);FPMZB-SMMA;ATIVO
1379;ACADEMIA DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA;;ACADEMIA A CÉU ABERTO;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604700.91 7800042.34);FPMZB-SMMA;ATIVO
2161;QUADRA DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA 1;GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604638.91 7800088.79);FPMZB-SMMA;ATIVO
2162;QUADRA DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA 2;GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604628.77 7800091.89);FPMZB-SMMA;ATIVO
1562;ACADEMIA DO PARQUE ECOLÓGICO PEDRO MACHADO;;ACADEMIA A CÉU ABERTO;RUA;GILKA MACHADO;150.0;;SANTA MARIA; ;POINT (603467.96 7795067.83);FPMZB-SMMA;ATIVO
1635;ACADEMIA DO PARQUE ESTRELA DALVA;;ACADEMIA A CÉU ABERTO;AVENIDA;COSTA DO MARFIM;400.0;;HAVAÍ; ;POINT (607749.52 7792273.07);FPMZB-SMMA;ATIVO
2767;QUADRA DO CRAS HAVAÍ-VENTOSA;;QUADRA POLIESPORTIVA;AVENIDA;COSTA DO MARFIM;480.0;;HAVAÍ; ;POINT (607705.09 7792221.83);SMASAC;ATIVO
1914;ESTÁDIO JANUÁRIO LAURINDO CARNEIRO;SANTA CRUZ;CAMPO DE FUTEBOL;RUA;DO CONTORNO;100.0;;PALMARES; ;POINT (610879.14 7802388.43);CONCESSÃO VÁRZEA VIVA;ATIVO
1321;GINÁSIO POLIESPORTIVO LUIZ ANTÔNIO PEREIRA;GINÁSIO DO JARDIM VITÓRIA;GINÁSIO;RUA;HENRIQUETA LISBOA;150.0;;VITÓRIA; ;POINT (617056.19 7803654.01);SMEL;ATIVO
1412;ACADEMIA DO GINÁSIO LUIZA ANTÔNIA PEREIRA;;ACADEMIA A CÉU ABERTO;RUA;HENRIQUETA LISBOA;150.0;;VITÓRIA; ;POINT (617042.21 7803681.63);SMEL;ATIVO
1500;ACADEMIA DO CEVAE FAZENDINHA;;ACADEMIA A CÉU ABERTO;RUA;ENEIDA;1485.0;;COQUEIROS; ;POINT (602261.0 7799455.0);SMEL;ATIVO
1275;ESTÁDIO DELINA MARQUES;FUNDO DA COLINA, PATROCINENSE;CAMPO DE FUTEBOL;RUA;MOGNO;77.0;;CABANA DO PAI TOMÁS; ;POINT (604931.49 7794115.27);SMEL;ATIVO
1953;QUADRA DO PARQUE ECOLÓGICO PEDRO MACHADO 1;;QUADRA POLIESPORTIVA;RUA;CASTRO MENEZES;110.0;;SANTA MARIA; ;POINT (603416.61 7795088.58);FPMZB-SMMA;ATIVO
1954;QUADRA DO PARQUE ECOLÓGICO PEDRO MACHADO 2;;QUADRA DE PETECA;RUA;CASTRO MENEZES;110.0;;SANTA MARIA; ;POINT (603434.05 7795085.35);FPMZB-SMMA;ATIVO
1296;QUADRA DO BURACO DO PERU;VILA SÃO FRANCISCO DAS CHAGAS;QUADRA POLIESPORTIVA;BECO;FREI MARIANO;79.0;;SÃO FRANCISCO DAS CHAGAS; ;POINT (608764.96 7797811.43);SMEL;ATIVO
1250;CAMPO DO MONTE NEGRO;CONJUNTO DIAMANTE, CIGANOS;CAMPO DE FUTEBOL;RUA;NOVECENTOS E UM;55.0;;LAGOA; ;POINT (604765.62 7808765.60);SMEL;ATIVO
1670;ACADEMIA DO COMPLEXO ESPORTIVO JOSÉ CALEGÁRIO DE CRISTO;ACADEMIA DO CAMPO WESPERANÇA;ACADEMIA A CÉU ABERTO;RUA;ULISSES SURETTE;386.0;;NOVO SANTA CECÍLIA; ;POINT (603245.0 7787467.0);SMEL;ATIVO
1820;CAMPO DO CENTRO ESPORTIVO JOSÉ CALEGÁRIO DE CRISTO;URUCUIA, WESPERANÇA;CAMPO DE FUTEBOL;RUA;ULISSES SURETTE;386.0;;NOVO SANTA CECÍLIA; ;POINT (603193.71 7787514.22);SMEL;ATIVO
1824;QUADRA DO CENTRO ESPORTIVO JOSÉ CALEGÁRIO DE CRISTO;URUCUIA, WESPERANÇA;QUADRA POLIESPORTIVA;RUA;ULISSES SURETTE;386.0;;NOVO SANTA CECÍLIA; ;POINT (603219.87 7787460.04);SMEL;ATIVO
1274;QUADRA DO CAMARGOS;;QUADRA POLIESPORTIVA;RUA;PADRE TIAGO DE ALMEIDA;237.0;;CAMARGOS; ;POINT (602276.15 7794917.52);PERMISSÃO DE USO;ATIVO
3133;QUADRA DA VILA BARRAGEM SANTA LÚCIA;;QUADRA POLIESPORTIVA;RUA;JOAO EVANGELISTA PINHEIRO;120.0;;VILA BARRAGEM SANTA LÚCIA; ;POINT (610437.84 7792774.73);FPMZB;ATIVO
1253;CAMPO MORADA DO SOL;BURACÃO;CAMPO DE FUTEBOL SOCIETY;RUA;QUINTA DA BOA VISTA;241.0;;LAGOA; ;POINT (604711.07 7809686.46);SMEL;ATIVO
1230;CAMPO DO LAJEDO;;CAMPO DE FUTEBOL SOCIETY;AVENIDA;DESEMBARGADOR CANDIDO DE OLIVEIRA;600.0;;LAJEDO; ;POINT (613901.38 7806553.82);SMEL;ATIVO
1223;PISTA DE SKATE DA PRAÇA TÚNEL DA LAGOINHA;;PISTA DE SKATE;PRACA;TUNEL DA ALAGOINHA;10.0;;COLÉGIO BATISTA; ;POINT (611091.33 7798145.75);SMEL;ATIVO
1229;QUADRA DA RUA SERRA NEGRA;;QUADRA POLIESPORTIVA;TRAVESSA;JOSE LAERTE;23.0;;PEDREIRA PRADO LOPES; ;POINT (609829.83 7799066.75);SMEL;ATIVO
1880;QUADRA DO CONSTELAÇÃO;JOÃO NEIVA;QUADRA POLIESPORTIVA;RUA;JOAO ANTONIO;115.0;;MARIANO DE ABREU; ;POINT (616048.25 7799621.45);SMEL;ATIVO
1881;CAMPO DO CONSTELAÇÃO;JOÃO NEIVA, POEIRINHA;CAMPO DE FUTEBOL SOCIETY;RUA;JOAO ANTONIO;115.0;;MARIANO DE ABREU; ;POINT (616020.66 7799616.28);SMEL;ATIVO
1868;PISTA DE SKATE DA PRAÇA DO CAFEZAL;CAMPO DA PRAÇA DO CAFEZAL;PISTA DE SKATE;VIA DE PEDESTRE;QUATRO MIL SETECENTOS E VINTE E TRES;50.0;;SANTANA DO CAFEZAL; ;POINT (613769.43 7795263.02);SMEL;ATIVO
1538;ACADEMIA DA RUA ARTUR DE CASTRO CUNHA;;ACADEMIA A CÉU ABERTO;RUA;ARTUR DE CASTRO CUNHA;;;ACAIACA;ESQUINA RUA MARIA GUERZONI FERNANDES;POINT (615937.44 7805018.16);SMEL;ATIVO
1637;ACADEMIA DA PRAÇA DA AMIZADE;;ACADEMIA A CÉU ABERTO;PRACA;DA AMIZADE;;;BETÂNIA;ENTRE RUAS ALAIR PEREIRA DE MELLO E MÁRIO JOSÉ FRANCISCO;POINT (605418.94 7792377.33);SMEL;ATIVO
2754;QUADRA DA PRAÇA DA AMIZADE;;QUADRA RECREATIVA;PRACA;DA AMIZADE;;;BETÂNIA;ENTRE RUAS JOSE LOBATO FERRARI E TIMOR;POINT (605390.13 7792420.48);SMEL;ATIVO
2481;ACADEMIA DA RUBIA MARA BARBOSA;;ACADEMIA A CÉU ABERTO;RUA;RUBIA MARA BARBOSA;;;OLARIA;PROXIMO AO NUMERO 61;POINT (602211.78 7789279.32);SMEL;ATIVO
1603;ACADEMIA DA PRAÇA OLGA GATTI BARBOSA;;ACADEMIA A CÉU ABERTO;PRACA;OLGA GATTI BARBOSA;;;OURO PRETO;ESQUINA RUA MOZART BICALHO;POINT (606065.76 7800798.94);SMEL;ATIVO
1569;ACADEMIA DA PRAÇA PADRE JOSÉ LUIZ;;ACADEMIA A CÉU ABERTO;PRACA;PADRE JOSE LUIZ;;;SALGADO FILHO;ESQUINA RUAS BARRA LONGA E LAGOA DA PRATA;POINT (606292.07 7794108.51);SMEL;ATIVO
1528;ACADEMIA DA PRAÇA RAMATIS;;ACADEMIA A CÉU ABERTO;PRACA;RAMATIS;;;APARECIDA;ESQUINA RUA CANTAGALO;POINT (609678.71 7800252.63);SMEL;ATIVO
1612;ACADEMIA DA PRAÇA ELIAS KALIL;;ACADEMIA A CÉU ABERTO;PRACA;ELIAS KALIL;;;GARÇAS;ESQUINA RUA OLGA FRATEZZI;POINT (604810.29 7805984.97);SMEL;ATIVO
1394;ACADEMIA DA PRAÇA DO SOL NASCENTE;;ACADEMIA A CÉU ABERTO;PRACA;DO SOL NASCENTE;;;CONJUNTO CELSO MACHADO;ENTRE RUAS AURELÂNDIA E LITORÂNEA;POINT (603714.94 7800622.30);SMEL;ATIVO
1404;ACADEMIA DA PRAÇA JOSÉ BELÉM BARBOSA;;ACADEMIA A CÉU ABERTO;PRACA;JOSE BELEM BARBOSA;;;SÃO JOÃO BATISTA;ESQUINA RUAS JOÃO SAMAHA E MIGUEL AUGUSTO DA SILVA;POINT (608593.32 7807355.73);SMEL;ATIVO
2684;QUADRA DA AVENIDA MEM DE SÁ;;QUADRA RECREATIVA;RUA;AMERICA;;;FAZENDINHA;ESQUINA COM AVENIDA MEM DE SA;POINT (614335.43 7795750.27);SMEL;ATIVO
1432;ACADEMIA DA PRAÇA GERALDO PIRES DE MIRANDA;;ACADEMIA A CÉU ABERTO;PRACA;GERALDO PIRES DE MIRANDA;;;MARIA GORETTI;ESQUINA RUAS BARREIRO GRANDE E EDSON LUIZ MIRANDA;POINT (614206.43 7803467.64);SMEL;ATIVO
2750;QUADRA DA PRAÇA ORIVALDO SILVA DE OLIVEIRA;;QUADRA DE PETECA;PRACA;ORIVALDO SILVA DE OLIVEIRA;;;CAMPO ALEGRE;PRACA ORIVALDO SILVA DE OLIVEIRA;POINT (610038.77 7806820.47);SMEL;ATIVO
